"Statistic Label","Census Year","County and City","Detailed Marital Status","Sex","UNIT","VALUE"
"Population","2016","Roscommon","Separated","Both sexes","Number","1637"
"Population","2016","Roscommon","Separated","Male","Number","771"
"Population","2016","Roscommon","Separated","Female","Number","866"
"Population","2016","Roscommon","Divorced","Both sexes","Number","1380"
"Population","2016","Roscommon","Divorced","Male","Number","610"
"Population","2016","Roscommon","Divorced","Female","Number","770"
"Population","2016","Roscommon","Widowed","Both sexes","Number","3391"
"Population","2016","Roscommon","Widowed","Male","Number","728"
"Population","2016","Roscommon","Widowed","Female","Number","2663"
"Population","2016","Sligo","All marital status","Both sexes","Number","65535"
"Population","2016","Sligo","All marital status","Male","Number","32365"
"Population","2016","Sligo","All marital status","Female","Number","33170"
"Population","2016","Sligo","Single","Both sexes","Number","34357"
"Population","2016","Sligo","Single","Male","Number","17826"
"Population","2016","Sligo","Single","Female","Number","16531"
"Population","2016","Sligo","Married (first marriage)","Both sexes","Number","24225"
"Population","2016","Sligo","Married (first marriage)","Male","Number","12023"
"Population","2016","Sligo","Married (first marriage)","Female","Number","12202"
"Population","2016","Sligo","Re-married","Both sexes","Number","746"
"Population","2016","Sligo","Re-married","Male","Number","420"
"Population","2016","Sligo","Re-married","Female","Number","326"
"Population","2016","Sligo","Registered Same-Sex Civil Partnership","Both sexes","Number","42"
"Population","2016","Sligo","Registered Same-Sex Civil Partnership","Male","Number","23"
"Population","2016","Sligo","Registered Same-Sex Civil Partnership","Female","Number","19"
"Population","2016","Sligo","Separated","Both sexes","Number","1713"
"Population","2016","Sligo","Separated","Male","Number","755"
"Population","2016","Sligo","Separated","Female","Number","958"
"Population","2016","Sligo","Divorced","Both sexes","Number","1375"
"Population","2016","Sligo","Divorced","Male","Number","595"
"Population","2016","Sligo","Divorced","Female","Number","780"
"Population","2016","Sligo","Widowed","Both sexes","Number","3077"
"Population","2016","Sligo","Widowed","Male","Number","723"
"Population","2016","Sligo","Widowed","Female","Number","2354"
"Population","2016","Cavan","All marital status","Both sexes","Number","76176"
"Population","2016","Cavan","All marital status","Male","Number","38330"
"Population","2016","Cavan","All marital status","Female","Number","37846"
"Population","2016","Cavan","Single","Both sexes","Number","39465"
"Population","2016","Cavan","Single","Male","Number","21004"
"Population","2016","Cavan","Single","Female","Number","18461"
"Population","2016","Cavan","Married (first marriage)","Both sexes","Number","28991"
"Population","2016","Cavan","Married (first marriage)","Male","Number","14503"
"Population","2016","Cavan","Married (first marriage)","Female","Number","14488"
"Population","2016","Cavan","Re-married","Both sexes","Number","980"
"Population","2016","Cavan","Re-married","Male","Number","519"
"Population","2016","Cavan","Re-married","Female","Number","461"
"Population","2016","Cavan","Registered Same-Sex Civil Partnership","Both sexes","Number","39"
"Population","2016","Cavan","Registered Same-Sex Civil Partnership","Male","Number","22"
"Population","2016","Cavan","Registered Same-Sex Civil Partnership","Female","Number","17"
"Population","2016","Cavan","Separated","Both sexes","Number","1758"
"Population","2016","Cavan","Separated","Male","Number","802"
"Population","2016","Cavan","Separated","Female","Number","956"
"Population","2016","Cavan","Divorced","Both sexes","Number","1652"
"Population","2016","Cavan","Divorced","Male","Number","731"
"Population","2016","Cavan","Divorced","Female","Number","921"
"Population","2016","Cavan","Widowed","Both sexes","Number","3291"
"Population","2016","Cavan","Widowed","Male","Number","749"
"Population","2016","Cavan","Widowed","Female","Number","2542"
"Population","2016","Donegal","All marital status","Both sexes","Number","159192"
"Population","2016","Donegal","All marital status","Male","Number","79022"
"Population","2016","Donegal","All marital status","Female","Number","80170"
"Population","2016","Donegal","Single","Both sexes","Number","81482"
"Population","2016","Donegal","Single","Male","Number","42725"
"Population","2016","Donegal","Single","Female","Number","38757"
"Population","2016","Donegal","Married (first marriage)","Both sexes","Number","61272"
"Population","2016","Donegal","Married (first marriage)","Male","Number","30404"
"Population","2016","Donegal","Married (first marriage)","Female","Number","30868"
"Population","2016","Donegal","Re-married","Both sexes","Number","1866"
"Population","2016","Donegal","Re-married","Male","Number","1011"
"Population","2016","Donegal","Re-married","Female","Number","855"
"Population","2016","Donegal","Registered Same-Sex Civil Partnership","Both sexes","Number","59"
"Population","2016","Donegal","Registered Same-Sex Civil Partnership","Male","Number","30"
"Population","2016","Donegal","Registered Same-Sex Civil Partnership","Female","Number","29"
"Population","2016","Donegal","Separated","Both sexes","Number","3979"
"Population","2016","Donegal","Separated","Male","Number","1769"
"Population","2016","Donegal","Separated","Female","Number","2210"
"Population","2016","Donegal","Divorced","Both sexes","Number","3362"
"Population","2016","Donegal","Divorced","Male","Number","1385"
"Population","2016","Donegal","Divorced","Female","Number","1977"
"Population","2016","Donegal","Widowed","Both sexes","Number","7172"
"Population","2016","Donegal","Widowed","Male","Number","1698"
"Population","2016","Donegal","Widowed","Female","Number","5474"
"Population","2016","Monaghan","All marital status","Both sexes","Number","61386"
"Population","2016","Monaghan","All marital status","Male","Number","30866"
"Population","2016","Monaghan","All marital status","Female","Number","30520"
"Population","2016","Monaghan","Single","Both sexes","Number","31617"
"Population","2016","Monaghan","Single","Male","Number","16965"
"Population","2016","Monaghan","Single","Female","Number","14652"
"Population","2016","Monaghan","Married (first marriage)","Both sexes","Number","23711"
"Population","2016","Monaghan","Married (first marriage)","Male","Number","11844"
"Population","2016","Monaghan","Married (first marriage)","Female","Number","11867"
"Population","2016","Monaghan","Re-married","Both sexes","Number","556"
"Population","2016","Monaghan","Re-married","Male","Number","274"
"Population","2016","Monaghan","Re-married","Female","Number","282"
"Population","2016","Monaghan","Registered Same-Sex Civil Partnership","Both sexes","Number","10"
"Population","2016","Monaghan","Registered Same-Sex Civil Partnership","Male","Number","8"
"Population","2016","Monaghan","Registered Same-Sex Civil Partnership","Female","Number","2"
"Population","2016","Monaghan","Separated","Both sexes","Number","1423"
"Population","2016","Monaghan","Separated","Male","Number","640"
"Population","2016","Monaghan","Separated","Female","Number","783"
"Population","2016","Monaghan","Divorced","Both sexes","Number","1302"
"Population","2016","Monaghan","Divorced","Male","Number","513"
"Population","2016","Monaghan","Divorced","Female","Number","789"
"Population","2016","Monaghan","Widowed","Both sexes","Number","2767"
"Population","2016","Monaghan","Widowed","Male","Number","622"
"Population","2016","Monaghan","Widowed","Female","Number","2145"
"Population","2022","State","All marital status","Both sexes","Number","5149139"
"Population","2022","State","All marital status","Male","Number","2544549"
"Population","2022","State","All marital status","Female","Number","2604590"
"Population","2022","State","Single","Both sexes","Number","2773334"
"Population","2022","State","Single","Male","Number","1425472"
"Population","2022","State","Single","Female","Number","1347862"
"Population","2022","State","Married (first marriage)","Both sexes","Number","1834699"
"Population","2022","State","Married (first marriage)","Male","Number","913371"
"Population","2022","State","Married (first marriage)","Female","Number","921328"
"Population","2022","State","Re-married","Both sexes","Number","74564"
"Population","2022","State","Re-married","Male","Number","41449"
"Population","2022","State","Re-married","Female","Number","33115"
"Population","2022","State","Registered Same-Sex Civil Partnership","Both sexes","Number","3587"
"Population","2022","State","Registered Same-Sex Civil Partnership","Male","Number","2035"
"Population","2022","State","Registered Same-Sex Civil Partnership","Female","Number","1552"
"Population","2022","State","Separated","Both sexes","Number","119452"
"Population","2022","State","Separated","Male","Number","52382"
"Population","2022","State","Separated","Female","Number","67070"
"Population","2022","State","Divorced","Both sexes","Number","133420"
"Population","2022","State","Divorced","Male","Number","54923"
"Population","2022","State","Divorced","Female","Number","78497"
"Population","2022","State","Widowed","Both sexes","Number","210083"
"Population","2022","State","Widowed","Male","Number","54917"
"Population","2022","State","Widowed","Female","Number","155166"
"Population","2022","Carlow","All marital status","Both sexes","Number","61968"
"Population","2022","Carlow","All marital status","Male","Number","30822"
"Population","2022","Carlow","All marital status","Female","Number","31146"
"Population","2022","Carlow","Single","Both sexes","Number","32942"
"Population","2022","Carlow","Single","Male","Number","17173"
"Population","2022","Carlow","Single","Female","Number","15769"
"Population","2022","Carlow","Married (first marriage)","Both sexes","Number","21995"
"Population","2022","Carlow","Married (first marriage)","Male","Number","10957"
"Population","2022","Carlow","Married (first marriage)","Female","Number","11038"
"Population","2022","Carlow","Re-married","Both sexes","Number","953"
"Population","2022","Carlow","Re-married","Male","Number","515"
"Population","2022","Carlow","Re-married","Female","Number","438"
"Population","2022","Carlow","Registered Same-Sex Civil Partnership","Both sexes","Number","32"
"Population","2022","Carlow","Registered Same-Sex Civil Partnership","Male","Number","16"
"Population","2022","Carlow","Registered Same-Sex Civil Partnership","Female","Number","16"
"Population","2022","Carlow","Separated","Both sexes","Number","1563"
"Population","2022","Carlow","Separated","Male","Number","722"
"Population","2022","Carlow","Separated","Female","Number","841"
"Population","2022","Carlow","Divorced","Both sexes","Number","1866"
"Population","2022","Carlow","Divorced","Male","Number","752"
"Population","2022","Carlow","Divorced","Female","Number","1114"
"Population","2022","Carlow","Widowed","Both sexes","Number","2617"
"Population","2022","Carlow","Widowed","Male","Number","687"
"Population","2022","Carlow","Widowed","Female","Number","1930"
"Population","2022","Dublin City","All marital status","Both sexes","Number","592713"
"Population","2022","Dublin City","All marital status","Male","Number","291796"
"Population","2022","Dublin City","All marital status","Female","Number","300917"
"Population","2022","Dublin City","Single","Both sexes","Number","364631"
"Population","2022","Dublin City","Single","Male","Number","183308"
"Population","2022","Dublin City","Single","Female","Number","181323"
"Population","2022","Dublin City","Married (first marriage)","Both sexes","Number","168018"
"Population","2022","Dublin City","Married (first marriage)","Male","Number","84708"
"Population","2022","Dublin City","Married (first marriage)","Female","Number","83310"
"Population","2022","Dublin City","Re-married","Both sexes","Number","7117"
"Population","2022","Dublin City","Re-married","Male","Number","4031"
"Population","2022","Dublin City","Re-married","Female","Number","3086"
"Population","2022","Dublin City","Registered Same-Sex Civil Partnership","Both sexes","Number","957"
"Population","2022","Dublin City","Registered Same-Sex Civil Partnership","Male","Number","670"
"Population","2022","Dublin City","Registered Same-Sex Civil Partnership","Female","Number","287"
"Population","2022","Dublin City","Separated","Both sexes","Number","13633"
"Population","2022","Dublin City","Separated","Male","Number","6419"
"Population","2022","Dublin City","Separated","Female","Number","7214"
"Population","2022","Dublin City","Divorced","Both sexes","Number","14862"
"Population","2022","Dublin City","Divorced","Male","Number","6361"
"Population","2022","Dublin City","Divorced","Female","Number","8501"
"Population","2022","Dublin City","Widowed","Both sexes","Number","23495"
"Population","2022","Dublin City","Widowed","Male","Number","6299"
"Population","2022","Dublin City","Widowed","Female","Number","17196"
"Population","2022","Dún Laoghaire-Rathdown","All marital status","Both sexes","Number","233860"
"Population","2022","Dún Laoghaire-Rathdown","All marital status","Male","Number","112032"
"Population","2022","Dún Laoghaire-Rathdown","All marital status","Female","Number","121828"
"Population","2022","Dún Laoghaire-Rathdown","Single","Both sexes","Number","121238"
"Population","2022","Dún Laoghaire-Rathdown","Single","Male","Number","59864"
"Population","2022","Dún Laoghaire-Rathdown","Single","Female","Number","61374"
"Population","2022","Dún Laoghaire-Rathdown","Married (first marriage)","Both sexes","Number","88434"
"Population","2022","Dún Laoghaire-Rathdown","Married (first marriage)","Male","Number","43656"
"Population","2022","Dún Laoghaire-Rathdown","Married (first marriage)","Female","Number","44778"
"Population","2022","Dún Laoghaire-Rathdown","Re-married","Both sexes","Number","3584"
"Population","2022","Dún Laoghaire-Rathdown","Re-married","Male","Number","2089"
"Population","2022","Dún Laoghaire-Rathdown","Re-married","Female","Number","1495"
"Population","2022","Dún Laoghaire-Rathdown","Registered Same-Sex Civil Partnership","Both sexes","Number","182"
"Population","2022","Dún Laoghaire-Rathdown","Registered Same-Sex Civil Partnership","Male","Number","84"
"Population","2022","Dún Laoghaire-Rathdown","Registered Same-Sex Civil Partnership","Female","Number","98"
"Population","2022","Dún Laoghaire-Rathdown","Separated","Both sexes","Number","4503"
"Population","2022","Dún Laoghaire-Rathdown","Separated","Male","Number","1816"
"Population","2022","Dún Laoghaire-Rathdown","Separated","Female","Number","2687"
"Population","2022","Dún Laoghaire-Rathdown","Divorced","Both sexes","Number","5738"
"Population","2022","Dún Laoghaire-Rathdown","Divorced","Male","Number","2077"
"Population","2022","Dún Laoghaire-Rathdown","Divorced","Female","Number","3661"
"Population","2022","Dún Laoghaire-Rathdown","Widowed","Both sexes","Number","10181"
"Population","2022","Dún Laoghaire-Rathdown","Widowed","Male","Number","2446"
"Population","2022","Dún Laoghaire-Rathdown","Widowed","Female","Number","7735"
"Population","2022","Fingal","All marital status","Both sexes","Number","330506"
"Population","2022","Fingal","All marital status","Male","Number","162532"
"Population","2022","Fingal","All marital status","Female","Number","167974"
"Population","2022","Fingal","Single","Both sexes","Number","178746"
"Population","2022","Fingal","Single","Male","Number","90582"
"Population","2022","Fingal","Single","Female","Number","88164"
"Population","2022","Fingal","Married (first marriage)","Both sexes","Number","120645"
"Population","2022","Fingal","Married (first marriage)","Male","Number","60068"
"Population","2022","Fingal","Married (first marriage)","Female","Number","60577"
"Population","2022","Fingal","Re-married","Both sexes","Number","5166"
"Population","2022","Fingal","Re-married","Male","Number","2924"
"Population","2022","Fingal","Re-married","Female","Number","2242"
"Population","2022","Fingal","Registered Same-Sex Civil Partnership","Both sexes","Number","264"
"Population","2022","Fingal","Registered Same-Sex Civil Partnership","Male","Number","144"
"Population","2022","Fingal","Registered Same-Sex Civil Partnership","Female","Number","120"
"Population","2022","Fingal","Separated","Both sexes","Number","7449"
"Population","2022","Fingal","Separated","Male","Number","2962"
"Population","2022","Fingal","Separated","Female","Number","4487"
"Population","2022","Fingal","Divorced","Both sexes","Number","8515"
"Population","2022","Fingal","Divorced","Male","Number","3218"
"Population","2022","Fingal","Divorced","Female","Number","5297"
"Population","2022","Fingal","Widowed","Both sexes","Number","9721"
"Population","2022","Fingal","Widowed","Male","Number","2634"
"Population","2022","Fingal","Widowed","Female","Number","7087"
"Population","2022","South Dublin","All marital status","Both sexes","Number","301075"
"Population","2022","South Dublin","All marital status","Male","Number","147246"
"Population","2022","South Dublin","All marital status","Female","Number","153829"
"Population","2022","South Dublin","Single","Both sexes","Number","165850"
"Population","2022","South Dublin","Single","Male","Number","83703"
"Population","2022","South Dublin","Single","Female","Number","82147"
"Population","2022","South Dublin","Married (first marriage)","Both sexes","Number","106112"
"Population","2022","South Dublin","Married (first marriage)","Male","Number","52823"
"Population","2022","South Dublin","Married (first marriage)","Female","Number","53289"
"Population","2022","South Dublin","Re-married","Both sexes","Number","4018"
"Population","2022","South Dublin","Re-married","Male","Number","2283"
"Population","2022","South Dublin","Re-married","Female","Number","1735"
"Population","2022","South Dublin","Registered Same-Sex Civil Partnership","Both sexes","Number","243"
"Population","2022","South Dublin","Registered Same-Sex Civil Partnership","Male","Number","120"
"Population","2022","South Dublin","Registered Same-Sex Civil Partnership","Female","Number","123"
"Population","2022","South Dublin","Separated","Both sexes","Number","6780"
"Population","2022","South Dublin","Separated","Male","Number","2612"
"Population","2022","South Dublin","Separated","Female","Number","4168"
"Population","2022","South Dublin","Divorced","Both sexes","Number","7206"
"Population","2022","South Dublin","Divorced","Male","Number","2711"
"Population","2022","South Dublin","Divorced","Female","Number","4495"
"Population","2022","South Dublin","Widowed","Both sexes","Number","10866"
"Population","2022","South Dublin","Widowed","Male","Number","2994"
"Population","2022","South Dublin","Widowed","Female","Number","7872"
"Population","2022","Kildare","All marital status","Both sexes","Number","247774"
"Population","2022","Kildare","All marital status","Male","Number","123264"
"Population","2022","Kildare","All marital status","Female","Number","124510"
"Population","2022","Kildare","Single","Both sexes","Number","132136"
"Population","2022","Kildare","Single","Male","Number","68098"
"Population","2022","Kildare","Single","Female","Number","64038"
"Population","2022","Kildare","Married (first marriage)","Both sexes","Number","92452"
"Population","2022","Kildare","Married (first marriage)","Male","Number","46095"
"Population","2022","Kildare","Married (first marriage)","Female","Number","46357"
"Population","2022","Kildare","Re-married","Both sexes","Number","3620"
"Population","2022","Kildare","Re-married","Male","Number","2078"
"Population","2022","Kildare","Re-married","Female","Number","1542"
"Population","2022","Kildare","Registered Same-Sex Civil Partnership","Both sexes","Number","135"
"Population","2022","Kildare","Registered Same-Sex Civil Partnership","Male","Number","71"
"Population","2022","Kildare","Registered Same-Sex Civil Partnership","Female","Number","64"
"Population","2022","Kildare","Separated","Both sexes","Number","5369"
"Population","2022","Kildare","Separated","Male","Number","2274"
"Population","2022","Kildare","Separated","Female","Number","3095"
"Population","2022","Kildare","Divorced","Both sexes","Number","6045"
"Population","2022","Kildare","Divorced","Male","Number","2453"
"Population","2022","Kildare","Divorced","Female","Number","3592"
"Population","2022","Kildare","Widowed","Both sexes","Number","8017"
"Population","2022","Kildare","Widowed","Male","Number","2195"
"Population","2022","Kildare","Widowed","Female","Number","5822"
"Population","2022","Kilkenny","All marital status","Both sexes","Number","104160"
"Population","2022","Kilkenny","All marital status","Male","Number","51883"
"Population","2022","Kilkenny","All marital status","Female","Number","52277"
"Population","2022","Kilkenny","Single","Both sexes","Number","53968"
"Population","2022","Kilkenny","Single","Male","Number","28184"
"Population","2022","Kilkenny","Single","Female","Number","25784"
"Population","2022","Kilkenny","Married (first marriage)","Both sexes","Number","39224"
"Population","2022","Kilkenny","Married (first marriage)","Male","Number","19462"
"Population","2022","Kilkenny","Married (first marriage)","Female","Number","19762"
"Population","2022","Kilkenny","Re-married","Both sexes","Number","1496"
"Population","2022","Kilkenny","Re-married","Male","Number","823"
"Population","2022","Kilkenny","Re-married","Female","Number","673"
"Population","2022","Kilkenny","Registered Same-Sex Civil Partnership","Both sexes","Number","34"
"Population","2022","Kilkenny","Registered Same-Sex Civil Partnership","Male","Number","21"
"Population","2022","Kilkenny","Registered Same-Sex Civil Partnership","Female","Number","13"
"Population","2022","Kilkenny","Separated","Both sexes","Number","2466"
"Population","2022","Kilkenny","Separated","Male","Number","1094"
"Population","2022","Kilkenny","Separated","Female","Number","1372"
"Population","2022","Kilkenny","Divorced","Both sexes","Number","2560"
"Population","2022","Kilkenny","Divorced","Male","Number","1096"
"Population","2022","Kilkenny","Divorced","Female","Number","1464"
"Population","2022","Kilkenny","Widowed","Both sexes","Number","4412"
"Population","2022","Kilkenny","Widowed","Male","Number","1203"
"Population","2022","Kilkenny","Widowed","Female","Number","3209"
"Population","2022","Laois","All marital status","Both sexes","Number","91877"
"Population","2022","Laois","All marital status","Male","Number","46278"
"Population","2022","Laois","All marital status","Female","Number","45599"
"Population","2022","Laois","Single","Both sexes","Number","49404"
"Population","2022","Laois","Single","Male","Number","26008"
"Population","2022","Laois","Single","Female","Number","23396"
"Population","2022","Laois","Married (first marriage)","Both sexes","Number","32842"
"Population","2022","Laois","Married (first marriage)","Male","Number","16423"
"Population","2022","Laois","Married (first marriage)","Female","Number","16419"
"Population","2022","Laois","Re-married","Both sexes","Number","1446"
"Population","2022","Laois","Re-married","Male","Number","784"
"Population","2022","Laois","Re-married","Female","Number","662"
"Population","2022","Laois","Registered Same-Sex Civil Partnership","Both sexes","Number","50"
"Population","2022","Laois","Registered Same-Sex Civil Partnership","Male","Number","30"
"Population","2022","Laois","Registered Same-Sex Civil Partnership","Female","Number","20"
"Population","2022","Laois","Separated","Both sexes","Number","2449"
"Population","2022","Laois","Separated","Male","Number","1125"
"Population","2022","Laois","Separated","Female","Number","1324"
"Population","2022","Laois","Divorced","Both sexes","Number","2357"
"Population","2022","Laois","Divorced","Male","Number","1052"
"Population","2022","Laois","Divorced","Female","Number","1305"
"Population","2022","Laois","Widowed","Both sexes","Number","3329"
"Population","2022","Laois","Widowed","Male","Number","856"
"Population","2022","Laois","Widowed","Female","Number","2473"
"Population","2022","Longford","All marital status","Both sexes","Number","46751"
"Population","2022","Longford","All marital status","Male","Number","23449"
"Population","2022","Longford","All marital status","Female","Number","23302"
"Population","2022","Longford","Single","Both sexes","Number","24352"
"Population","2022","Longford","Single","Male","Number","12889"
"Population","2022","Longford","Single","Female","Number","11463"
"Population","2022","Longford","Married (first marriage)","Both sexes","Number","16860"
"Population","2022","Longford","Married (first marriage)","Male","Number","8411"
"Population","2022","Longford","Married (first marriage)","Female","Number","8449"
"Population","2022","Longford","Re-married","Both sexes","Number","728"
"Population","2022","Longford","Re-married","Male","Number","398"
"Population","2022","Longford","Re-married","Female","Number","330"
"Population","2022","Longford","Registered Same-Sex Civil Partnership","Both sexes","Number","42"
"Population","2022","Longford","Registered Same-Sex Civil Partnership","Male","Number","30"
"Population","2022","Longford","Registered Same-Sex Civil Partnership","Female","Number","12"
"Population","2022","Longford","Separated","Both sexes","Number","1312"
"Population","2022","Longford","Separated","Male","Number","598"
"Population","2022","Longford","Separated","Female","Number","714"
"Population","2022","Longford","Divorced","Both sexes","Number","1361"
"Population","2022","Longford","Divorced","Male","Number","594"
"Population","2022","Longford","Divorced","Female","Number","767"
"Population","2022","Longford","Widowed","Both sexes","Number","2096"
"Population","2022","Longford","Widowed","Male","Number","529"
"Population","2022","Longford","Widowed","Female","Number","1567"
"Population","2022","Louth","All marital status","Both sexes","Number","139703"
"Population","2022","Louth","All marital status","Male","Number","68907"
"Population","2022","Louth","All marital status","Female","Number","70796"
"Population","2022","Louth","Single","Both sexes","Number","75902"
"Population","2022","Louth","Single","Male","Number","38999"
"Population","2022","Louth","Single","Female","Number","36903"
"Population","2022","Louth","Married (first marriage)","Both sexes","Number","48178"
"Population","2022","Louth","Married (first marriage)","Male","Number","23976"
"Population","2022","Louth","Married (first marriage)","Female","Number","24202"
"Population","2022","Louth","Re-married","Both sexes","Number","2134"
"Population","2022","Louth","Re-married","Male","Number","1162"
"Population","2022","Louth","Re-married","Female","Number","972"
"Population","2022","Louth","Registered Same-Sex Civil Partnership","Both sexes","Number","81"
"Population","2022","Louth","Registered Same-Sex Civil Partnership","Male","Number","45"
"Population","2022","Louth","Registered Same-Sex Civil Partnership","Female","Number","36"
"Population","2022","Louth","Separated","Both sexes","Number","3820"
"Population","2022","Louth","Separated","Male","Number","1603"
"Population","2022","Louth","Separated","Female","Number","2217"
"Population","2022","Louth","Divorced","Both sexes","Number","3905"
"Population","2022","Louth","Divorced","Male","Number","1560"
"Population","2022","Louth","Divorced","Female","Number","2345"
"Population","2022","Louth","Widowed","Both sexes","Number","5683"
"Population","2022","Louth","Widowed","Male","Number","1562"
"Population","2022","Louth","Widowed","Female","Number","4121"
"Population","2022","Meath","All marital status","Both sexes","Number","220826"
"Population","2022","Meath","All marital status","Male","Number","109988"
"Population","2022","Meath","All marital status","Female","Number","110838"
"Population","2022","Meath","Single","Both sexes","Number","116125"
"Population","2022","Meath","Single","Male","Number","60084"
"Population","2022","Meath","Single","Female","Number","56041"
"Population","2022","Meath","Married (first marriage)","Both sexes","Number","83281"
"Population","2022","Meath","Married (first marriage)","Male","Number","41550"
"Population","2022","Meath","Married (first marriage)","Female","Number","41731"
"Population","2022","Meath","Re-married","Both sexes","Number","3441"
"Population","2022","Meath","Re-married","Male","Number","1944"
"Population","2022","Meath","Re-married","Female","Number","1497"
"Population","2022","Meath","Registered Same-Sex Civil Partnership","Both sexes","Number","109"
"Population","2022","Meath","Registered Same-Sex Civil Partnership","Male","Number","62"
"Population","2022","Meath","Registered Same-Sex Civil Partnership","Female","Number","47"
"Population","2022","Meath","Separated","Both sexes","Number","5261"
"Population","2022","Meath","Separated","Male","Number","2265"
"Population","2022","Meath","Separated","Female","Number","2996"
"Population","2022","Meath","Divorced","Both sexes","Number","5413"
"Population","2022","Meath","Divorced","Male","Number","2229"
"Population","2022","Meath","Divorced","Female","Number","3184"
"Population","2022","Meath","Widowed","Both sexes","Number","7196"
"Population","2022","Meath","Widowed","Male","Number","1854"
"Population","2022","Meath","Widowed","Female","Number","5342"
"Population","2022","Offaly","All marital status","Both sexes","Number","83150"
"Population","2022","Offaly","All marital status","Male","Number","41628"
"Population","2022","Offaly","All marital status","Female","Number","41522"
"Population","2022","Offaly","Single","Both sexes","Number","43395"
"Population","2022","Offaly","Single","Male","Number","22789"
"Population","2022","Offaly","Single","Female","Number","20606"
"Population","2022","Offaly","Married (first marriage)","Both sexes","Number","30736"
"Population","2022","Offaly","Married (first marriage)","Male","Number","15400"
"Population","2022","Offaly","Married (first marriage)","Female","Number","15336"
"Population","2022","Offaly","Re-married","Both sexes","Number","1119"
"Population","2022","Offaly","Re-married","Male","Number","592"
"Population","2022","Offaly","Re-married","Female","Number","527"
"Population","2022","Offaly","Registered Same-Sex Civil Partnership","Both sexes","Number","46"
"Population","2022","Offaly","Registered Same-Sex Civil Partnership","Male","Number","23"
"Population","2022","Offaly","Registered Same-Sex Civil Partnership","Female","Number","23"
"Population","2022","Offaly","Separated","Both sexes","Number","2196"
"Population","2022","Offaly","Separated","Male","Number","984"
"Population","2022","Offaly","Separated","Female","Number","1212"
"Population","2022","Offaly","Divorced","Both sexes","Number","2051"
"Population","2022","Offaly","Divorced","Male","Number","861"
"Population","2022","Offaly","Divorced","Female","Number","1190"
"Population","2022","Offaly","Widowed","Both sexes","Number","3607"
"Population","2022","Offaly","Widowed","Male","Number","979"
"Population","2022","Offaly","Widowed","Female","Number","2628"
"Population","2022","Westmeath","All marital status","Both sexes","Number","96221"
"Population","2022","Westmeath","All marital status","Male","Number","47721"
"Population","2022","Westmeath","All marital status","Female","Number","48500"
"Population","2022","Westmeath","Single","Both sexes","Number","50928"
"Population","2022","Westmeath","Single","Male","Number","26382"
"Population","2022","Westmeath","Single","Female","Number","24546"
"Population","2022","Westmeath","Married (first marriage)","Both sexes","Number","34889"
"Population","2022","Westmeath","Married (first marriage)","Male","Number","17322"
"Population","2022","Westmeath","Married (first marriage)","Female","Number","17567"
"Population","2022","Westmeath","Re-married","Both sexes","Number","1361"
"Population","2022","Westmeath","Re-married","Male","Number","755"
"Population","2022","Westmeath","Re-married","Female","Number","606"
"Population","2022","Westmeath","Registered Same-Sex Civil Partnership","Both sexes","Number","56"
"Population","2022","Westmeath","Registered Same-Sex Civil Partnership","Male","Number","27"
"Population","2022","Westmeath","Registered Same-Sex Civil Partnership","Female","Number","29"
"Population","2022","Westmeath","Separated","Both sexes","Number","2470"
"Population","2022","Westmeath","Separated","Male","Number","1100"
"Population","2022","Westmeath","Separated","Female","Number","1370"
"Population","2022","Westmeath","Divorced","Both sexes","Number","2588"
"Population","2022","Westmeath","Divorced","Male","Number","1082"
"Population","2022","Westmeath","Divorced","Female","Number","1506"
"Population","2022","Westmeath","Widowed","Both sexes","Number","3929"
"Population","2022","Westmeath","Widowed","Male","Number","1053"
"Population","2022","Westmeath","Widowed","Female","Number","2876"
"Population","2022","Wexford","All marital status","Both sexes","Number","163919"
"Population","2022","Wexford","All marital status","Male","Number","80777"
"Population","2022","Wexford","All marital status","Female","Number","83142"
"Population","2022","Wexford","Single","Both sexes","Number","85183"
"Population","2022","Wexford","Single","Male","Number","43880"
"Population","2022","Wexford","Single","Female","Number","41303"
"Population","2022","Wexford","Married (first marriage)","Both sexes","Number","58357"
"Population","2022","Wexford","Married (first marriage)","Male","Number","28938"
"Population","2022","Wexford","Married (first marriage)","Female","Number","29419"
"Population","2022","Wexford","Re-married","Both sexes","Number","3225"
"Population","2022","Wexford","Re-married","Male","Number","1754"
"Population","2022","Wexford","Re-married","Female","Number","1471"
"Population","2022","Wexford","Registered Same-Sex Civil Partnership","Both sexes","Number","96"
"Population","2022","Wexford","Registered Same-Sex Civil Partnership","Male","Number","45"
"Population","2022","Wexford","Registered Same-Sex Civil Partnership","Female","Number","51"
"Population","2022","Wexford","Separated","Both sexes","Number","4631"
"Population","2022","Wexford","Separated","Male","Number","2084"
"Population","2022","Wexford","Separated","Female","Number","2547"
"Population","2022","Wexford","Divorced","Both sexes","Number","5051"
"Population","2022","Wexford","Divorced","Male","Number","2153"
"Population","2022","Wexford","Divorced","Female","Number","2898"
"Population","2022","Wexford","Widowed","Both sexes","Number","7376"
"Population","2022","Wexford","Widowed","Male","Number","1923"
"Population","2022","Wexford","Widowed","Female","Number","5453"
"Population","2022","Wicklow","All marital status","Both sexes","Number","155851"
