"Statistic Label","Year","County","Sex","UNIT","VALUE"
"Median Annual Earnings","2015","Longford","Both sexes","Euro","30097"
"Median Annual Earnings","2015","Longford","Male","Euro","31855"
"Median Annual Earnings","2015","Longford","Female","Euro","28018"
"Median Annual Earnings","2015","Louth","Both sexes","Euro","31633"
"Median Annual Earnings","2015","Louth","Male","Euro","34779"
"Median Annual Earnings","2015","Louth","Female","Euro","28473"
"Median Annual Earnings","2015","Meath","Both sexes","Euro","35042"
"Median Annual Earnings","2015","Meath","Male","Euro","39482"
"Median Annual Earnings","2015","Meath","Female","Euro","30703"
"Median Annual Earnings","2015","Offaly","Both sexes","Euro","31689"
"Median Annual Earnings","2015","Offaly","Male","Euro","34054"
"Median Annual Earnings","2015","Offaly","Female","Euro","28859"
"Median Annual Earnings","2015","Westmeath","Both sexes","Euro","32741"
"Median Annual Earnings","2015","Westmeath","Male","Euro","35392"
"Median Annual Earnings","2015","Westmeath","Female","Euro","29570"
"Median Annual Earnings","2015","Wexford","Both sexes","Euro","29645"
"Median Annual Earnings","2015","Wexford","Male","Euro","32036"
"Median Annual Earnings","2015","Wexford","Female","Euro","26663"
"Median Annual Earnings","2015","Wicklow","Both sexes","Euro","34239"
"Median Annual Earnings","2015","Wicklow","Male","Euro","38576"
"Median Annual Earnings","2015","Wicklow","Female","Euro","30000"
"Median Annual Earnings","2015","Clare","Both sexes","Euro","33705"
"Median Annual Earnings","2015","Clare","Male","Euro","37684"
"Median Annual Earnings","2015","Clare","Female","Euro","29784"
"Median Annual Earnings","2015","Cork","Both sexes","Euro","34050"
"Median Annual Earnings","2015","Cork","Male","Euro","38740"
"Median Annual Earnings","2015","Cork","Female","Euro","29600"
"Median Annual Earnings","2015","Kerry","Both sexes","Euro","30072"
"Median Annual Earnings","2015","Kerry","Male","Euro","33152"
"Median Annual Earnings","2015","Kerry","Female","Euro","26966"
"Median Annual Earnings","2015","Limerick","Both sexes","Euro","33253"
"Median Annual Earnings","2015","Limerick","Male","Euro","36777"
"Median Annual Earnings","2015","Limerick","Female","Euro","29500"
"Median Annual Earnings","2015","Tipperary","Both sexes","Euro","31680"
"Median Annual Earnings","2015","Tipperary","Male","Euro","34420"
"Median Annual Earnings","2015","Tipperary","Female","Euro","28859"
"Median Annual Earnings","2015","Waterford","Both sexes","Euro","31890"
"Median Annual Earnings","2015","Waterford","Male","Euro","35796"
"Median Annual Earnings","2015","Waterford","Female","Euro","27550"
"Median Annual Earnings","2015","Galway","Both sexes","Euro","33227"
"Median Annual Earnings","2015","Galway","Male","Euro","35510"
"Median Annual Earnings","2015","Galway","Female","Euro","31070"
"Median Annual Earnings","2015","Leitrim","Both sexes","Euro","31751"
"Median Annual Earnings","2015","Leitrim","Male","Euro","32904"
"Median Annual Earnings","2015","Leitrim","Female","Euro","30394"
"Median Annual Earnings","2015","Mayo","Both sexes","Euro","30844"
"Median Annual Earnings","2015","Mayo","Male","Euro","33100"
"Median Annual Earnings","2015","Mayo","Female","Euro","28295"
"Median Annual Earnings","2015","Roscommon","Both sexes","Euro","32161"
"Median Annual Earnings","2015","Roscommon","Male","Euro","34782"
"Median Annual Earnings","2015","Roscommon","Female","Euro","29947"
"Median Annual Earnings","2015","Sligo","Both sexes","Euro","32974"
"Median Annual Earnings","2015","Sligo","Male","Euro","34400"
"Median Annual Earnings","2015","Sligo","Female","Euro","31661"
"Median Annual Earnings","2015","Cavan","Both sexes","Euro","30629"
"Median Annual Earnings","2015","Cavan","Male","Euro","32423"
"Median Annual Earnings","2015","Cavan","Female","Euro","28477"
"Median Annual Earnings","2015","Donegal","Both sexes","Euro","27748"
"Median Annual Earnings","2015","Donegal","Male","Euro","28945"
"Median Annual Earnings","2015","Donegal","Female","Euro","26400"
"Median Annual Earnings","2015","Monaghan","Both sexes","Euro","28080"
"Median Annual Earnings","2015","Monaghan","Male","Euro","29249"
"Median Annual Earnings","2015","Monaghan","Female","Euro","26400"
"Median Annual Earnings","2016","All counties (1)","Both sexes","Euro","33912"
"Median Annual Earnings","2016","All counties (1)","Male","Euro","37328"
"Median Annual Earnings","2016","All counties (1)","Female","Euro","30507"
"Median Annual Earnings","2016","Carlow","Both sexes","Euro","30807"
"Median Annual Earnings","2016","Carlow","Male","Euro","33029"
"Median Annual Earnings","2016","Carlow","Female","Euro","27210"
"Median Annual Earnings","2016","Dublin","Both sexes","Euro","36891"
"Median Annual Earnings","2016","Dublin","Male","Euro","40781"
"Median Annual Earnings","2016","Dublin","Female","Euro","33416"
"Median Annual Earnings","2016","Kildare","Both sexes","Euro","36301"
"Median Annual Earnings","2016","Kildare","Male","Euro","40886"
"Median Annual Earnings","2016","Kildare","Female","Euro","31827"
"Median Annual Earnings","2016","Kilkenny","Both sexes","Euro","32225"
"Median Annual Earnings","2016","Kilkenny","Male","Euro","34955"
"Median Annual Earnings","2016","Kilkenny","Female","Euro","29530"
"Median Annual Earnings","2016","Laois","Both sexes","Euro","33255"
"Median Annual Earnings","2016","Laois","Male","Euro","36404"
"Median Annual Earnings","2016","Laois","Female","Euro","30405"
"Median Annual Earnings","2016","Longford","Both sexes","Euro","29930"
"Median Annual Earnings","2016","Longford","Male","Euro","31736"
"Median Annual Earnings","2016","Longford","Female","Euro","27448"
"Median Annual Earnings","2016","Louth","Both sexes","Euro","31610"
"Median Annual Earnings","2016","Louth","Male","Euro","34607"
"Median Annual Earnings","2016","Louth","Female","Euro","28572"
"Median Annual Earnings","2016","Meath","Both sexes","Euro","35447"
"Median Annual Earnings","2016","Meath","Male","Euro","40056"
"Median Annual Earnings","2016","Meath","Female","Euro","30958"
"Median Annual Earnings","2016","Offaly","Both sexes","Euro","31555"
"Median Annual Earnings","2016","Offaly","Male","Euro","33891"
"Median Annual Earnings","2016","Offaly","Female","Euro","28784"
"Median Annual Earnings","2016","Westmeath","Both sexes","Euro","32923"
"Median Annual Earnings","2016","Westmeath","Male","Euro","35672"
"Median Annual Earnings","2016","Westmeath","Female","Euro","29328"
"Median Annual Earnings","2016","Wexford","Both sexes","Euro","29792"
"Median Annual Earnings","2016","Wexford","Male","Euro","32399"
"Median Annual Earnings","2016","Wexford","Female","Euro","26500"
"Median Annual Earnings","2016","Wicklow","Both sexes","Euro","34567"
"Median Annual Earnings","2016","Wicklow","Male","Euro","38990"
"Median Annual Earnings","2016","Wicklow","Female","Euro","30366"
"Median Annual Earnings","2016","Clare","Both sexes","Euro","33569"
"Median Annual Earnings","2016","Clare","Male","Euro","37567"
"Median Annual Earnings","2016","Clare","Female","Euro","29640"
"Median Annual Earnings","2016","Cork","Both sexes","Euro","34266"
"Median Annual Earnings","2016","Cork","Male","Euro","39105"
"Median Annual Earnings","2016","Cork","Female","Euro","29679"
"Median Annual Earnings","2016","Kerry","Both sexes","Euro","29517"
"Median Annual Earnings","2016","Kerry","Male","Euro","32775"
"Median Annual Earnings","2016","Kerry","Female","Euro","26129"
"Median Annual Earnings","2016","Limerick","Both sexes","Euro","32983"
"Median Annual Earnings","2016","Limerick","Male","Euro","36869"
"Median Annual Earnings","2016","Limerick","Female","Euro","29133"
"Median Annual Earnings","2016","Tipperary","Both sexes","Euro","31340"
"Median Annual Earnings","2016","Tipperary","Male","Euro","34424"
"Median Annual Earnings","2016","Tipperary","Female","Euro","28111"
"Median Annual Earnings","2016","Waterford","Both sexes","Euro","31841"
"Median Annual Earnings","2016","Waterford","Male","Euro","35561"
"Median Annual Earnings","2016","Waterford","Female","Euro","27697"
"Median Annual Earnings","2016","Galway","Both sexes","Euro","33234"
"Median Annual Earnings","2016","Galway","Male","Euro","35682"
"Median Annual Earnings","2016","Galway","Female","Euro","30836"
"Median Annual Earnings","2016","Leitrim","Both sexes","Euro","31013"
"Median Annual Earnings","2016","Leitrim","Male","Euro","32174"
"Median Annual Earnings","2016","Leitrim","Female","Euro","29564"
"Median Annual Earnings","2016","Mayo","Both sexes","Euro","30683"
"Median Annual Earnings","2016","Mayo","Male","Euro","32922"
"Median Annual Earnings","2016","Mayo","Female","Euro","27969"
"Median Annual Earnings","2016","Roscommon","Both sexes","Euro","31999"
"Median Annual Earnings","2016","Roscommon","Male","Euro","34340"
"Median Annual Earnings","2016","Roscommon","Female","Euro","29500"
"Median Annual Earnings","2016","Sligo","Both sexes","Euro","32582"
"Median Annual Earnings","2016","Sligo","Male","Euro","34045"
"Median Annual Earnings","2016","Sligo","Female","Euro","31110"
"Median Annual Earnings","2016","Cavan","Both sexes","Euro","30874"
"Median Annual Earnings","2016","Cavan","Male","Euro","32820"
"Median Annual Earnings","2016","Cavan","Female","Euro","28249"
"Median Annual Earnings","2016","Donegal","Both sexes","Euro","27402"
"Median Annual Earnings","2016","Donegal","Male","Euro","28763"
"Median Annual Earnings","2016","Donegal","Female","Euro","25856"
"Median Annual Earnings","2016","Monaghan","Both sexes","Euro","28259"
"Median Annual Earnings","2016","Monaghan","Male","Euro","29884"
"Median Annual Earnings","2016","Monaghan","Female","Euro","26000"
"Median Annual Earnings","2017","All counties (1)","Both sexes","Euro","34658"
"Median Annual Earnings","2017","All counties (1)","Male","Euro","37960"
"Median Annual Earnings","2017","All counties (1)","Female","Euro","31153"
"Median Annual Earnings","2017","Carlow","Both sexes","Euro","31466"
"Median Annual Earnings","2017","Carlow","Male","Euro","33775"
"Median Annual Earnings","2017","Carlow","Female","Euro","27783"
"Median Annual Earnings","2017","Dublin","Both sexes","Euro","37946"
"Median Annual Earnings","2017","Dublin","Male","Euro","41904"
"Median Annual Earnings","2017","Dublin","Female","Euro","34365"
"Median Annual Earnings","2017","Kildare","Both sexes","Euro","37314"
"Median Annual Earnings","2017","Kildare","Male","Euro","41616"
"Median Annual Earnings","2017","Kildare","Female","Euro","32637"
"Median Annual Earnings","2017","Kilkenny","Both sexes","Euro","33158"
"Median Annual Earnings","2017","Kilkenny","Male","Euro","35672"
"Median Annual Earnings","2017","Kilkenny","Female","Euro","30575"
"Median Annual Earnings","2017","Laois","Both sexes","Euro","33936"
"Median Annual Earnings","2017","Laois","Male","Euro","36745"
"Median Annual Earnings","2017","Laois","Female","Euro","30764"
"Median Annual Earnings","2017","Longford","Both sexes","Euro","30218"
"Median Annual Earnings","2017","Longford","Male","Euro","31817"
"Median Annual Earnings","2017","Longford","Female","Euro","28057"
"Median Annual Earnings","2017","Louth","Both sexes","Euro","32307"
"Median Annual Earnings","2017","Louth","Male","Euro","35360"
"Median Annual Earnings","2017","Louth","Female","Euro","28769"
"Median Annual Earnings","2017","Meath","Both sexes","Euro","36039"
"Median Annual Earnings","2017","Meath","Male","Euro","40538"
"Median Annual Earnings","2017","Meath","Female","Euro","31432"
"Median Annual Earnings","2017","Offaly","Both sexes","Euro","32041"
"Median Annual Earnings","2017","Offaly","Male","Euro","34317"
"Median Annual Earnings","2017","Offaly","Female","Euro","28850"
"Median Annual Earnings","2017","Westmeath","Both sexes","Euro","33311"
"Median Annual Earnings","2017","Westmeath","Male","Euro","35955"
"Median Annual Earnings","2017","Westmeath","Female","Euro","29737"
"Median Annual Earnings","2017","Wexford","Both sexes","Euro","30298"
"Median Annual Earnings","2017","Wexford","Male","Euro","32906"
"Median Annual Earnings","2017","Wexford","Female","Euro","27074"
"Median Annual Earnings","2017","Wicklow","Both sexes","Euro","35239"
"Median Annual Earnings","2017","Wicklow","Male","Euro","39546"
"Median Annual Earnings","2017","Wicklow","Female","Euro","30932"
"Median Annual Earnings","2017","Clare","Both sexes","Euro","34182"
"Median Annual Earnings","2017","Clare","Male","Euro","37983"
"Median Annual Earnings","2017","Clare","Female","Euro","30131"
"Median Annual Earnings","2017","Cork","Both sexes","Euro","35000"
"Median Annual Earnings","2017","Cork","Male","Euro","39602"
"Median Annual Earnings","2017","Cork","Female","Euro","30329"
"Median Annual Earnings","2017","Kerry","Both sexes","Euro","30079"
"Median Annual Earnings","2017","Kerry","Male","Euro","33176"
"Median Annual Earnings","2017","Kerry","Female","Euro","26762"
"Median Annual Earnings","2017","Limerick","Both sexes","Euro","33666"
"Median Annual Earnings","2017","Limerick","Male","Euro","37484"
"Median Annual Earnings","2017","Limerick","Female","Euro","29717"
"Median Annual Earnings","2017","Tipperary","Both sexes","Euro","31957"
"Median Annual Earnings","2017","Tipperary","Male","Euro","34788"
"Median Annual Earnings","2017","Tipperary","Female","Euro","28442"
"Median Annual Earnings","2017","Waterford","Both sexes","Euro","32553"
"Median Annual Earnings","2017","Waterford","Male","Euro","36260"
"Median Annual Earnings","2017","Waterford","Female","Euro","28200"
"Median Annual Earnings","2017","Galway","Both sexes","Euro","34090"
"Median Annual Earnings","2017","Galway","Male","Euro","36245"
"Median Annual Earnings","2017","Galway","Female","Euro","31635"
"Median Annual Earnings","2017","Leitrim","Both sexes","Euro","31585"
"Median Annual Earnings","2017","Leitrim","Male","Euro","32674"
"Median Annual Earnings","2017","Leitrim","Female","Euro","30160"
"Median Annual Earnings","2017","Mayo","Both sexes","Euro","31135"
"Median Annual Earnings","2017","Mayo","Male","Euro","33281"
"Median Annual Earnings","2017","Mayo","Female","Euro","28496"
"Median Annual Earnings","2017","Roscommon","Both sexes","Euro","32530"
"Median Annual Earnings","2017","Roscommon","Male","Euro","34736"
"Median Annual Earnings","2017","Roscommon","Female","Euro","29819"
"Median Annual Earnings","2017","Sligo","Both sexes","Euro","32865"
"Median Annual Earnings","2017","Sligo","Male","Euro","34176"
"Median Annual Earnings","2017","Sligo","Female","Euro","31495"
"Median Annual Earnings","2017","Cavan","Both sexes","Euro","31109"
"Median Annual Earnings","2017","Cavan","Male","Euro","33144"
"Median Annual Earnings","2017","Cavan","Female","Euro","28146"
"Median Annual Earnings","2017","Donegal","Both sexes","Euro","27808"
"Median Annual Earnings","2017","Donegal","Male","Euro","29065"
"Median Annual Earnings","2017","Donegal","Female","Euro","26163"
"Median Annual Earnings","2017","Monaghan","Both sexes","Euro","29115"
"Median Annual Earnings","2017","Monaghan","Male","Euro","30835"
"Median Annual Earnings","2017","Monaghan","Female","Euro","26489"
"Median Annual Earnings","2018","All counties (1)","Both sexes","Euro","35786"
"Median Annual Earnings","2018","All counties (1)","Male","Euro","39279"
"Median Annual Earnings","2018","All counties (1)","Female","Euro","32014"
"Median Annual Earnings","2018","Carlow","Both sexes","Euro","32322"
"Median Annual Earnings","2018","Carlow","Male","Euro","34684"
"Median Annual Earnings","2018","Carlow","Female","Euro","28311"
"Median Annual Earnings","2018","Dublin","Both sexes","Euro","39198"
"Median Annual Earnings","2018","Dublin","Male","Euro","43465"
"Median Annual Earnings","2018","Dublin","Female","Euro","35350"
"Median Annual Earnings","2018","Kildare","Both sexes","Euro","38447"
"Median Annual Earnings","2018","Kildare","Male","Euro","42990"
"Median Annual Earnings","2018","Kildare","Female","Euro","33382"
"Median Annual Earnings","2018","Kilkenny","Both sexes","Euro","34638"
"Median Annual Earnings","2018","Kilkenny","Male","Euro","37210"
"Median Annual Earnings","2018","Kilkenny","Female","Euro","32066"
"Median Annual Earnings","2018","Laois","Both sexes","Euro","35084"
"Median Annual Earnings","2018","Laois","Male","Euro","37838"
"Median Annual Earnings","2018","Laois","Female","Euro","31852"
"Median Annual Earnings","2018","Longford","Both sexes","Euro","31097"
"Median Annual Earnings","2018","Longford","Male","Euro","32867"
"Median Annual Earnings","2018","Longford","Female","Euro","28802"
"Median Annual Earnings","2018","Louth","Both sexes","Euro","33153"
"Median Annual Earnings","2018","Louth","Male","Euro","36335"
"Median Annual Earnings","2018","Louth","Female","Euro","29602"
"Median Annual Earnings","2018","Meath","Both sexes","Euro","37130"
"Median Annual Earnings","2018","Meath","Male","Euro","41783"
"Median Annual Earnings","2018","Meath","Female","Euro","32322"
"Median Annual Earnings","2018","Offaly","Both sexes","Euro","33039"
"Median Annual Earnings","2018","Offaly","Male","Euro","35587"
"Median Annual Earnings","2018","Offaly","Female","Euro","29523"
"Median Annual Earnings","2018","Westmeath","Both sexes","Euro","34355"
"Median Annual Earnings","2018","Westmeath","Male","Euro","37045"
"Median Annual Earnings","2018","Westmeath","Female","Euro","30558"
"Median Annual Earnings","2018","Wexford","Both sexes","Euro","31255"
"Median Annual Earnings","2018","Wexford","Male","Euro","33942"
"Median Annual Earnings","2018","Wexford","Female","Euro","27999"
"Median Annual Earnings","2018","Wicklow","Both sexes","Euro","36366"
"Median Annual Earnings","2018","Wicklow","Male","Euro","41035"
"Median Annual Earnings","2018","Wicklow","Female","Euro","31625"
"Median Annual Earnings","2018","Clare","Both sexes","Euro","35239"
"Median Annual Earnings","2018","Clare","Male","Euro","38956"
"Median Annual Earnings","2018","Clare","Female","Euro","31290"
"Median Annual Earnings","2018","Cork","Both sexes","Euro","36492"
"Median Annual Earnings","2018","Cork","Male","Euro","41408"
"Median Annual Earnings","2018","Cork","Female","Euro","31391"
"Median Annual Earnings","2018","Kerry","Both sexes","Euro","31004"
"Median Annual Earnings","2018","Kerry","Male","Euro","34293"
"Median Annual Earnings","2018","Kerry","Female","Euro","27346"
"Median Annual Earnings","2018","Limerick","Both sexes","Euro","34906"
"Median Annual Earnings","2018","Limerick","Male","Euro","38905"
"Median Annual Earnings","2018","Limerick","Female","Euro","30853"
"Median Annual Earnings","2018","Tipperary","Both sexes","Euro","32861"
"Median Annual Earnings","2018","Tipperary","Male","Euro","35767"
"Median Annual Earnings","2018","Tipperary","Female","Euro","29527"
"Median Annual Earnings","2018","Waterford","Both sexes","Euro","33664"
"Median Annual Earnings","2018","Waterford","Male","Euro","37519"
"Median Annual Earnings","2018","Waterford","Female","Euro","28922"
"Median Annual Earnings","2018","Galway","Both sexes","Euro","35262"
"Median Annual Earnings","2018","Galway","Male","Euro","37577"
"Median Annual Earnings","2018","Galway","Female","Euro","32541"
"Median Annual Earnings","2018","Leitrim","Both sexes","Euro","32536"
"Median Annual Earnings","2018","Leitrim","Male","Euro","33937"
"Median Annual Earnings","2018","Leitrim","Female","Euro","30844"
"Median Annual Earnings","2018","Mayo","Both sexes","Euro","32280"
"Median Annual Earnings","2018","Mayo","Male","Euro","34493"
"Median Annual Earnings","2018","Mayo","Female","Euro","29719"
"Median Annual Earnings","2018","Roscommon","Both sexes","Euro","33575"
"Median Annual Earnings","2018","Roscommon","Male","Euro","35977"
"Median Annual Earnings","2018","Roscommon","Female","Euro","30806"
"Median Annual Earnings","2018","Sligo","Both sexes","Euro","33972"
"Median Annual Earnings","2018","Sligo","Male","Euro","35384"
"Median Annual Earnings","2018","Sligo","Female","Euro","32500"
"Median Annual Earnings","2018","Cavan","Both sexes","Euro","31999"
"Median Annual Earnings","2018","Cavan","Male","Euro","34190"
"Median Annual Earnings","2018","Cavan","Female","Euro","29075"
"Median Annual Earnings","2018","Donegal","Both sexes","Euro","28645"
"Median Annual Earnings","2018","Donegal","Male","Euro","29917"
"Median Annual Earnings","2018","Donegal","Female","Euro","26997"
"Median Annual Earnings","2018","Monaghan","Both sexes","Euro","29953"
"Median Annual Earnings","2018","Monaghan","Male","Euro","31640"
"Median Annual Earnings","2018","Monaghan","Female","Euro","27045"
"Median Annual Earnings","2019","All counties (1)","Both sexes","Euro","37001"
"Median Annual Earnings","2019","All counties (1)","Male","Euro","40517"
"Median Annual Earnings","2019","All counties (1)","Female","Euro","33056"
"Median Annual Earnings","2019","Carlow","Both sexes","Euro","33283"
"Median Annual Earnings","2019","Carlow","Male","Euro","35675"
"Median Annual Earnings","2019","Carlow","Female","Euro","29310"
"Median Annual Earnings","2019","Dublin","Both sexes","Euro","40552"
"Median Annual Earnings","2019","Dublin","Male","Euro","45012"
"Median Annual Earnings","2019","Dublin","Female","Euro","36564"
"Median Annual Earnings","2019","Kildare","Both sexes","Euro","39661"
"Median Annual Earnings","2019","Kildare","Male","Euro","44763"
"Median Annual Earnings","2019","Kildare","Female","Euro","34478"
"Median Annual Earnings","2019","Kilkenny","Both sexes","Euro","35611"
"Median Annual Earnings","2019","Kilkenny","Male","Euro","38552"
"Median Annual Earnings","2019","Kilkenny","Female","Euro","32733"
"Median Annual Earnings","2019","Laois","Both sexes","Euro","36216"
"Median Annual Earnings","2019","Laois","Male","Euro","39313"
"Median Annual Earnings","2019","Laois","Female","Euro","32419"
"Median Annual Earnings","2019","Longford","Both sexes","Euro","32392"
"Median Annual Earnings","2019","Longford","Male","Euro","34249"
"Median Annual Earnings","2019","Longford","Female","Euro","29828"
"Median Annual Earnings","2019","Louth","Both sexes","Euro","34567"
"Median Annual Earnings","2019","Louth","Male","Euro","37929"
"Median Annual Earnings","2019","Louth","Female","Euro","30587"
"Median Annual Earnings","2019","Meath","Both sexes","Euro","38465"
"Median Annual Earnings","2019","Meath","Male","Euro","43311"
"Median Annual Earnings","2019","Meath","Female","Euro","33429"
"Median Annual Earnings","2019","Offaly","Both sexes","Euro","34143"
"Median Annual Earnings","2019","Offaly","Male","Euro","36856"
"Median Annual Earnings","2019","Offaly","Female","Euro","30353"
"Median Annual Earnings","2019","Westmeath","Both sexes","Euro","35486"
"Median Annual Earnings","2019","Westmeath","Male","Euro","38200"
"Median Annual Earnings","2019","Westmeath","Female","Euro","31501"
"Median Annual Earnings","2019","Wexford","Both sexes","Euro","32172"
"Median Annual Earnings","2019","Wexford","Male","Euro","35025"
"Median Annual Earnings","2019","Wexford","Female","Euro","28797"
"Median Annual Earnings","2019","Wicklow","Both sexes","Euro","37825"
"Median Annual Earnings","2019","Wicklow","Male","Euro","42338"
"Median Annual Earnings","2019","Wicklow","Female","Euro","33188"
"Median Annual Earnings","2019","Clare","Both sexes","Euro","36203"
"Median Annual Earnings","2019","Clare","Male","Euro","39781"
"Median Annual Earnings","2019","Clare","Female","Euro","32028"
"Median Annual Earnings","2019","Cork","Both sexes","Euro","37569"
"Median Annual Earnings","2019","Cork","Male","Euro","42404"
"Median Annual Earnings","2019","Cork","Female","Euro","32427"
"Median Annual Earnings","2019","Kerry","Both sexes","Euro","31897"
"Median Annual Earnings","2019","Kerry","Male","Euro","35024"
"Median Annual Earnings","2019","Kerry","Female","Euro","28336"
"Median Annual Earnings","2019","Limerick","Both sexes","Euro","35874"
"Median Annual Earnings","2019","Limerick","Male","Euro","39787"
"Median Annual Earnings","2019","Limerick","Female","Euro","31779"
"Median Annual Earnings","2019","Tipperary","Both sexes","Euro","33748"
"Median Annual Earnings","2019","Tipperary","Male","Euro","36665"
"Median Annual Earnings","2019","Tipperary","Female","Euro","30364"
"Median Annual Earnings","2019","Waterford","Both sexes","Euro","34705"
"Median Annual Earnings","2019","Waterford","Male","Euro","38562"
"Median Annual Earnings","2019","Waterford","Female","Euro","30138"
"Median Annual Earnings","2019","Galway","Both sexes","Euro","36400"
"Median Annual Earnings","2019","Galway","Male","Euro","38861"
"Median Annual Earnings","2019","Galway","Female","Euro","33678"
"Median Annual Earnings","2019","Leitrim","Both sexes","Euro","33503"
"Median Annual Earnings","2019","Leitrim","Male","Euro","35057"
"Median Annual Earnings","2019","Leitrim","Female","Euro","31677"
"Median Annual Earnings","2019","Mayo","Both sexes","Euro","33707"
"Median Annual Earnings","2019","Mayo","Male","Euro","35965"
"Median Annual Earnings","2019","Mayo","Female","Euro","30828"
"Median Annual Earnings","2019","Roscommon","Both sexes","Euro","34588"
"Median Annual Earnings","2019","Roscommon","Male","Euro","36950"
"Median Annual Earnings","2019","Roscommon","Female","Euro","31730"
"Median Annual Earnings","2019","Sligo","Both sexes","Euro","34790"
"Median Annual Earnings","2019","Sligo","Male","Euro","36399"
"Median Annual Earnings","2019","Sligo","Female","Euro","33333"
"Median Annual Earnings","2019","Cavan","Both sexes","Euro","33236"
"Median Annual Earnings","2019","Cavan","Male","Euro","35833"
"Median Annual Earnings","2019","Cavan","Female","Euro","29948"
"Median Annual Earnings","2019","Donegal","Both sexes","Euro","29714"
"Median Annual Earnings","2019","Donegal","Male","Euro","30974"
"Median Annual Earnings","2019","Donegal","Female","Euro","27986"
"Median Annual Earnings","2019","Monaghan","Both sexes","Euro","31162"
"Median Annual Earnings","2019","Monaghan","Male","Euro","32749"
"Median Annual Earnings","2019","Monaghan","Female","Euro","28538"
"Median Annual Earnings","2020","All counties (1)","Both sexes","Euro","40579"
"Median Annual Earnings","2020","All counties (1)","Male","Euro","44105"
"Median Annual Earnings","2020","All counties (1)","Female","Euro","37462"
"Median Annual Earnings","2020","Carlow","Both sexes","Euro","36636"
"Median Annual Earnings","2020","Carlow","Male","Euro","38787"
"Median Annual Earnings","2020","Carlow","Female","Euro","34040"
"Median Annual Earnings","2020","Dublin","Both sexes","Euro","44327"
"Median Annual Earnings","2020","Dublin","Male","Euro","48599"
"Median Annual Earnings","2020","Dublin","Female","Euro","40055"
"Median Annual Earnings","2020","Kildare","Both sexes","Euro","42724"
"Median Annual Earnings","2020","Kildare","Male","Euro","47420"
"Median Annual Earnings","2020","Kildare","Female","Euro","38360"
"Median Annual Earnings","2020","Kilkenny","Both sexes","Euro","39212"
"Median Annual Earnings","2020","Kilkenny","Male","Euro","41288"
"Median Annual Earnings","2020","Kilkenny","Female","Euro","37298"
"Median Annual Earnings","2020","Laois","Both sexes","Euro","39544"
"Median Annual Earnings","2020","Laois","Male","Euro","41752"
"Median Annual Earnings","2020","Laois","Female","Euro","37004"
"Median Annual Earnings","2020","Longford","Both sexes","Euro","34325"
"Median Annual Earnings","2020","Longford","Male","Euro","35674"
"Median Annual Earnings","2020","Longford","Female","Euro","32356"
"Median Annual Earnings","2020","Louth","Both sexes","Euro","38121"
"Median Annual Earnings","2020","Louth","Male","Euro","40977"
"Median Annual Earnings","2020","Louth","Female","Euro","35027"
"Median Annual Earnings","2020","Meath","Both sexes","Euro","41636"
"Median Annual Earnings","2020","Meath","Male","Euro","46563"
"Median Annual Earnings","2020","Meath","Female","Euro","37033"
"Median Annual Earnings","2020","Offaly","Both sexes","Euro","37664"
"Median Annual Earnings","2020","Offaly","Male","Euro","39633"
"Median Annual Earnings","2020","Offaly","Female","Euro","35106"
"Median Annual Earnings","2020","Westmeath","Both sexes","Euro","39010"
"Median Annual Earnings","2020","Westmeath","Male","Euro","41527"
"Median Annual Earnings","2020","Westmeath","Female","Euro","36096"
"Median Annual Earnings","2020","Wexford","Both sexes","Euro","35585"
"Median Annual Earnings","2020","Wexford","Male","Euro","37643"
"Median Annual Earnings","2020","Wexford","Female","Euro","33326"
"Median Annual Earnings","2020","Wicklow","Both sexes","Euro","41423"
"Median Annual Earnings","2020","Wicklow","Male","Euro","46200"
"Median Annual Earnings","2020","Wicklow","Female","Euro","37500"
"Median Annual Earnings","2020","Clare","Both sexes","Euro","39692"
"Median Annual Earnings","2020","Clare","Male","Euro","42775"
"Median Annual Earnings","2020","Clare","Female","Euro","36509"
"Median Annual Earnings","2020","Cork","Both sexes","Euro","41442"
"Median Annual Earnings","2020","Cork","Male","Euro","46287"
"Median Annual Earnings","2020","Cork","Female","Euro","36812"
"Median Annual Earnings","2020","Kerry","Both sexes","Euro","36569"
"Median Annual Earnings","2020","Kerry","Male","Euro","39560"
"Median Annual Earnings","2020","Kerry","Female","Euro","33488"
"Median Annual Earnings","2020","Limerick","Both sexes","Euro","39811"
"Median Annual Earnings","2020","Limerick","Male","Euro","43381"
"Median Annual Earnings","2020","Limerick","Female","Euro","36403"
"Median Annual Earnings","2020","Tipperary","Both sexes","Euro","37620"
"Median Annual Earnings","2020","Tipperary","Male","Euro","40134"
"Median Annual Earnings","2020","Tipperary","Female","Euro","35078"
"Median Annual Earnings","2020","Waterford","Both sexes","Euro","38280"
"Median Annual Earnings","2020","Waterford","Male","Euro","41362"
"Median Annual Earnings","2020","Waterford","Female","Euro","35000"
"Median Annual Earnings","2020","Galway","Both sexes","Euro","39769"
"Median Annual Earnings","2020","Galway","Male","Euro","41766"
"Median Annual Earnings","2020","Galway","Female","Euro","37877"
"Median Annual Earnings","2020","Leitrim","Both sexes","Euro","37956"
"Median Annual Earnings","2020","Leitrim","Male","Euro","39274"
